,adult,backdrop_path,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path,belongs_to_collection
0,False,/rBOb3v35qgTXkNHkOW2UYiTZjPa.jpg,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,14211,tt0468536,"['US', 'GB']",en,Prey,An American family on holiday in Africa becomes lost in a game reserve and stalked by vicious killer lions.,25.661,/8wm53EpaTLzQuJ3F19H5AwG3Fhl.jpg,"[{'id': 3474, 'logo_path': None, 'name': 'Anant Singh Production', 'origin_country': ''}, {'id': 5031, 'logo_path': None, 'name': 'Videovision Entertainment', 'origin_country': 'ZA'}, {'id': 85681, 'logo_path': '/1GZ94KYANlFvEyt6iUL0O3MAON4.png', 'name': 'Distant Horizon', 'origin_country': 'ZA'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-18,3643652,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Out here, you're the endangered species...",Prey,False,5.856,367,,,,,
0,False,/6aYZjRsRCDGuzWbNo43Jsi2thh.jpg,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",http://www.stardustmovie.com,2270,tt0486655,"['US', 'GB']",en,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",24.831,/7zbFmxy3DqKYL2M8Hop6uylp2Uy.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 5374, 'logo_path': '/pMUiImmYANjZUlZFiZMWziQDSs6.png', 'name': 'Marv', 'origin_country': 'GB'}, {'id': 23420, 'logo_path': None, 'name': 'Vaughn Productions', 'origin_country': ''}, {'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-09,137500000,127,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This summer a star falls. The chase begins.,Stardust,False,7.273,3980,,,,,
0,False,/tPUKnm2m6iy7WGcxKci2uDAU6Jh.jpg,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",https://www.uphe.com/movies/the-bourne-ultimatum,2503,tt0440963,['US'],en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",24.6,/15rMz5MRXFp7CP4VxhjYw4y0FUn.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 862, 'logo_path': '/vdK6ZhC2CSW36j0VPEavRxOpbEg.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}, {'id': 11347, 'logo_path': None, 'name': 'Ludlum Entertainment', 'origin_country': ''}, {'id': 11348, 'logo_path': None, 'name': 'Motion Picture BETA Produktionsgesellschaft', 'origin_country': ''}, {'id': 11349, 'logo_path': None, 'name': 'Bourne Again', 'origin_country': ''}, {'id': 125334, 'logo_path': None, 'name': 'KanZaman Services', 'origin_country': ''}, {'id': 682, 'logo_path': None, 'name': 'Peninsula Films', 'origin_country': 'FR'}, {'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-03,442824138,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,False,7.431,7560,31562.0,The Bourne Collection,/q0ma8ozYaaol1IvdGjBvj3KllyL.jpg,/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg,
0,False,/zUARkXDmYN2zOlzTFG8g4k7037p.jpg,0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 36, 'name': 'History'}]",,13980,tt1121794,['JP'],ja,ストレンヂア -無皇刃譚-,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",24.376,/lMsUYZq5ITW3rAqF3tB7v74KEnH.jpg,"[{'id': 2849, 'logo_path': '/cN3JNIKawjOMtfk0GBVIbsx69bg.png', 'name': 'BONES', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-09-29,0,103,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Sword of the Stranger,False,7.609,396,,,,,
0,False,/3hU0tavXwvqydaoV728O6NbNiLP.jpg,25000000,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",http://augustrushmovie.warnerbros.com/,5123,tt0426931,['US'],en,August Rush,"Lyla and Louis, a singer and a musician, fall in love, but are soon compelled to separate. Lyla is forced to give up her newborn but unknown to her, he grows up to become a musical genius.",24.35,/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 3539, 'logo_path': '/fcIK6o3OYB5LZcy0ir6yPlZtwk4.png', 'name': 'Odyssey Entertainment', 'origin_country': 'GB'}, {'id': 30131, 'logo_path': None, 'name': 'Southpaw Entertainment', 'origin_country': 'US'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-21,66122026,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An incredible journey moving at the speed of sound.,August Rush,False,7.415,2644,,,,,
0,False,/qMxYr1ouVk1AUpXoIZlcEL0K4BD.jpg,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,38410,tt1010271,['US'],en,The Poughkeepsie Tapes,"When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",23.93,/8ppkhu3pO3fnXr05YeE7ryKloVd.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 66930, 'logo_path': None, 'name': 'Brothers Dowdle Productions', 'origin_country': ''}, {'id': 142111, 'logo_path': None, 'name': 'Poughkeepsie Films', 'origin_country': ''}, {'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-27,0,81,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Terror is Real,The Poughkeepsie Tapes,False,6.578,612,,,,,
0,False,/pjbrBZaWbb98hhZ0xt4Uf9O64Eg.jpg,2600000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,8875,tt0857295,['US'],en,Timber Falls,"A weekend of camping in the mountains becomes an excursion into hell for a young couple, who become pawns in a grotesque plot hatched by deranged locals.",23.564,/v6Lgqh0OYLpeKzbIqxPeDXYstKE.jpg,"[{'id': 1204, 'logo_path': None, 'name': 'Ascendant Pictures', 'origin_country': 'US'}, {'id': 2248, 'logo_path': None, 'name': 'A-Mark Entertainment', 'origin_country': ''}, {'id': 4307, 'logo_path': None, 'name': 'Rifkin-Eberts Productions', 'origin_country': ''}, {'id': 4305, 'logo_path': None, 'name': 'Film Tiger', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-07,677548,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Timber Falls,False,5.204,142,,,,,
0,False,/pMU9BiYPQptSStpaSQeJYQ1lv8x.jpg,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,10172,tt0422774,['US'],en,Are We Done Yet?,Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.,23.426,/uZ9NZh4zB80phMxo5PucFyWagjG.jpg,"[{'id': 73971, 'logo_path': None, 'name': 'Revolution Dream Productions', 'origin_country': ''}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}, {'id': 46976, 'logo_path': '/A8LyPh201AmDlyBley6r9R3SZYS.png', 'name': 'RKO Pictures LLC', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-04,58400000,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,New house. New family. What could possibly go wrong?,Are We Done Yet?,False,5.795,606,176118.0,The Are We Collection,/fyQ1tpTvag7IXBJOhltUomI4LUv.jpg,/uZRixx529cMcwqmYW5xGFIso7Q3.jpg,
0,False,/9CH6jbgUuCORgNttnENfkGAhfEf.jpg,10200000,"[{'id': 27, 'name': 'Horror'}]",,1691,tt0498353,['US'],en,Hostel: Part II,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",23.199,/qB20aiY8Ah3pQikkBxm3j7jQVc8.jpg,"[{'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 1631, 'logo_path': None, 'name': 'Raw Nerve', 'origin_country': 'US'}, {'id': 1507, 'logo_path': None, 'name': 'International Production Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2007-06-07,35728183,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}, {'english_name': 'Slovak', 'iso_639_1': 'sk', 'name': 'Slovenčina'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Each year, over 10,000 people in America are killed with firearms. Approximately 2,000 more are stabbed to death. Americans...they have no imagination.",Hostel: Part II,False,5.836,1982,86578.0,Hostel Collection,/2jLQFRlH8CC9cptcANY5cEtC1q8.jpg,/dF6GNQ0TnZkr1t4wBt36Xc0Pccd.jpg,
0,False,/9q9OmFsgCA5OGEa2leItT6tZjFl.jpg,3800000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,15212,tt0844894,['US'],en,Species: The Awakening,"A scientist, Dr Hollander, takes his niece Miranda to Mexico in an attempt to reverse the effects of the alien DNA he used to create her. However the treatment goes horribly wrong, and sets Miranda on a killing spree as she sets out to find a mate.",23.154,/wPsu2NM0eUpoqycgjjnRJIwxK13.jpg,"[{'id': 2894, 'logo_path': None, 'name': '360 Pictures', 'origin_country': ''}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-02,0,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Irresistible beauty. Unstoppable instincts.,Species: The Awakening,False,4.708,252,9887.0,Species Collection,/ucFAYoB8Ko9oCNSn5Nc7xpYMKXj.jpg,/azNgAdFCaKH5q15MjscigO57QQ7.jpg,
0,False,/sCDWoyRutBPVHzVGB2nmXE8oxaX.jpg,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,4347,tt0783233,['GB'],en,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",22.971,/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-27,131016624,123,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Torn apart by betrayal. Separated by war. Bound by love.,Atonement,False,7.648,4133,,,,,
0,False,/lU1fQews2gye23PocVE48CsTmOQ.jpg,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",http://www.bvi.com.tw/movies/lust_caution/main.html,4588,tt0808357,"['CN', 'HK', 'TW', 'US']",zh,色‧戒,"During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",22.813,/6c1tqfJEBuIyhQC19SLlLQAUAvJ.jpg,"[{'id': 1246, 'logo_path': '/s0doRYEVWp3a4Y4Cg7R4fE9cwov.png', 'name': 'River Road Entertainment', 'origin_country': 'US'}, {'id': 13480, 'logo_path': None, 'name': 'Haishang Films', 'origin_country': 'TW'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 5686, 'logo_path': '/o4aETXAP9HxOSRbGDWgBfkSzSJw.png', 'name': 'Sil-Metropole Organisation', 'origin_country': 'HK'}, {'id': 3407, 'logo_path': '/iVMjKOFyRvm9PW45lW1wW6TSvnj.png', 'name': 'Shanghai Film Group', 'origin_country': 'CN'}, {'id': 10284, 'logo_path': '/exHkNlEIVPzpmhyXdxjis9YIBz4.png', 'name': 'Edko Films', 'origin_country': 'HK'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-24,67100000,158,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"To kill the enemy, she would have to capture his heart... and break her own.","Lust, Caution",False,7.217,683,,,,,
0,False,/vl8Ud2BpJdK8W41qf3n5g7EoEqj.jpg,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12435,tt0489237,['US'],en,The Nanny Diaries,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",22.624,/8hX6rcxnCidaqegPCyeFm9PODBn.jpg,"[{'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 1811, 'logo_path': '/3yDJuCucOl41d9z3712l5gER0Md.png', 'name': 'FilmColony', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-24,47817020,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy about life at the top, as seen from the bottom.",The Nanny Diaries,False,6.368,1123,,,,,
0,False,/qOfUKwYsRLaZJIdkTdQyNeeGc2f.jpg,85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.sonypictures.com/movies/surfsup,9408,tt0423294,['US'],en,Surf's Up,"A young surfer enters his first contest, hoping a win will earn him respect. But an encounter with a laid-back local forces him to rethink his values.",22.018,/tTDsCVlDA8QR4Dc6t6nERfwl5z.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 30692, 'logo_path': '/4ZSWXR7TfxwJbXGcnOAf617AC3h.png', 'name': 'Sony Pictures Imageworks', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-08,149000000,85,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Major Ocean Picture,Surf's Up,False,6.44,2451,436295.0,Surf's Up Collection,/7h8x4evTAlErpv7OQwCLpS0KLXm.jpg,/tkoEC5mLB1lyGiIejCRgulYaeLf.jpg,
0,False,/lIruQxRCxw5ZI3CmBL6VxwpKtUe.jpg,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",http://www.beowulfmovie.com/,2310,tt0442933,['US'],en,Beowulf,"A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",21.989,/clFVwgBzXdqW6IVFZ7uWqQwopiK.jpg,"[{'id': 2265, 'logo_path': '/Pt0geXD3kQs2H5WSTreYV8MzRe.png', 'name': 'Shangri-La Entertainment', 'origin_country': 'US'}, {'id': 11395, 'logo_path': '/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png', 'name': 'ImageMovers', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-05,195735876,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Face your demons.,Beowulf,False,5.897,2781,,,,,
0,False,/92mpNNg6v2PN2HN2C2Z4g0v3Tya.jpg,34000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.warnerbros.com/tmnt,1273,tt0453556,['US'],en,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",21.933,/6ZCWn7BGpDLBDigtdiuGyBdEqab.jpg,"[{'id': 3463, 'logo_path': None, 'name': 'Imagi Animation Studios', 'origin_country': 'HK'}, {'id': 30900, 'logo_path': '/gyO0BxkreNepFOxc882GIdWHblX.png', 'name': 'Mirage Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-23,95608995,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Whole New Breed of Heroes.,TMNT,False,6.1,1078,,,,,
0,False,/w8VDpCcKezdBbXJEWMHwttI35mU.jpg,30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.30daysofnight.com/,4513,tt0389722,"['US', 'NZ']",en,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",21.809,/7LwSrvFA0gz1KAlcrGcinoQPene.jpg,"[{'id': 24339, 'logo_path': None, 'name': 'HorrorFlix', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 768, 'logo_path': None, 'name': 'Ghost House Pictures', 'origin_country': 'US'}, {'id': 552, 'logo_path': '/9dGdLfm3GteWeUDtD9c9tvlidUG.png', 'name': 'Dark Horse Entertainment', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-17,75505973,113,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They're Coming!,30 Days of Night,False,6.422,2731,91660.0,30 Days of Night Collection,/fRAZnIegztYTPsM9eGjSUusKUYM.jpg,/uKN4mENg8BVeKCxwWXGCvFeUim8.jpg,
0,False,/jZApcMwD0hPXpf64uEw0asHIYLn.jpg,85000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://oceans13.warnerbros.com/,298,tt0496806,"['US', 'SI']",en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",21.563,/pBsZs4zYUiUTemqbikTZ76iQRaU.jpg,"[{'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 129, 'logo_path': '/nmnWiA0Xf0uve4Hw3HKWdVE5tH1.png', 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 2596, 'logo_path': None, 'name': 'Jerry Weintraub Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-05,311312624,122,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,What are the odds of getting even? 13 to one.,Ocean's Thirteen,False,6.727,6247,304.0,Ocean's Collection,/AfnoEKS3dI0KGaSkyVNce6GpMaG.jpg,/7WUSrq8DqSkVgv1vmhBvav5bPoB.jpg,
0,False,/mF7wzLBNOr3dAwI0CRtDXui79GP.jpg,0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.planetterror.senator.de/,1992,tt1077258,['US'],en,Planet Terror,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry Darling, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend El Wray lead a team of accidental warriors into the night.",21.404,/loRpTw4tKVRKmRTA8AcWgiIemTR.jpg,"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 10807, 'logo_path': '/j0BcMaJKIiDDYHq9lriTcM0Npka.png', 'name': 'Troublemaker Studios', 'origin_country': 'US'}, {'id': 15764, 'logo_path': None, 'name': 'Rodriguez International Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-06,0,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Humanity's last hope… rests on a high power machine gun!,Planet Terror,False,6.676,3450,,,,,
